CPY ID,Time,EUR,Chronology,Day,Start,End,Company,Stage,What,Follow Up_What,Follow up_days,Follow Up_Day,Follow Up_Company,Follow Up_OPID,Follow Up_What Copy,Sort by Date and Time,Column1,Column2,Column3,Column4
CPY8250,0:40, 73   ," 43,886.4722   ",Tuesday 25/02/20 ,11:20,12:00,Hyperganic,,Session on Hyperganic Print,,,,,,," 43,886.4722   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Session on Hyperganic Print"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T11:20:00.000Z,2020-02-25T12:00:00.000Z,Session on Hyperganic Print
CPY8250,0:24, 44   ," 43,886.5104   ",Tuesday 25/02/20 ,12:15,12:39,Hyperganic,,Discussed Data Scraping with Sherman,,,,,,," 43,886.5104   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Discussed Data Scraping with Sherman"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T12:15:00.000Z,2020-02-25T12:39:00.000Z,Discussed Data Scraping with Sherman
CPY8250,0:22, 40   ," 43,886.5833   ",Tuesday 25/02/20 ,14:00,14:22,Hyperganic,,Prepared for Interview with Pia,,,,,,," 43,886.5833   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Prepared for Interview with Pia"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T14:00:00.000Z,2020-02-25T14:22:00.000Z,Prepared for Interview with Pia
CPY8250,1:38, 179   ," 43,886.5986   ",Tuesday 25/02/20 ,14:22,16:00,Hyperganic,,Lin to Meet Pia Wagmann,,,,,,," 43,886.5986   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Lin to Meet Pia Wagmann"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T14:22:00.000Z,2020-02-25T16:00:00.000Z,Lin to Meet Pia Wagmann
CPY8250,0:30, 55   ," 43,886.6667   ",Tuesday 25/02/20 ,16:00,16:30,Hyperganic,,Follow Up with Lin: HP and Pia,,,,,,," 43,886.6667   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Follow Up with Lin: HP and Pia"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T16:00:00.000Z,2020-02-25T16:30:00.000Z,Follow Up with Lin: HP and Pia
CPY82572,0:10, 18   ," 43,886.6875   ",Tuesday 25/02/20 ,16:30,16:40,HP Inc.,,Wrote Stephen Miller: How to handle the integration,,,,,,," 43,886.6875   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Wrote Stephen Miller: How to handle the integration"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T16:30:00.000Z,2020-02-25T16:40:00.000Z,Wrote Stephen Miller: How to handle the integration
CPY82572,0:16, 29   ," 43,886.6944   ",Tuesday 25/02/20 ,16:40,16:56,HP Inc.,,Asked Dominic about meeting in Barcelona and Foam Structure printing. First the integration.,Meeting in March? / PA11 / PA12 Demo files,,,,,Meeting in March? / PA11 / PA12 Demo files," 43,886.6944   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Asked Dominic about meeting in Barcelona and Foam Structure printing. First the integration."",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T16:40:00.000Z,2020-02-25T16:56:00.000Z,Asked Dominic about meeting in Barcelona and Foam Structure printing. First the integration.
CPY825858,0:02, 4   ," 43,886.7056   ",Tuesday 25/02/20 ,16:56,16:58,Ponticon GmbH,,Wrote Oli,,,,,,," 43,886.7056   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Wrote Oli"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T16:56:00.000Z,2020-02-25T16:58:00.000Z,Wrote Oli
CPY825983,0:11, 20   ," 43,886.7125   ",Tuesday 25/02/20 ,17:06,17:17,"Evolve Additive Solutions, Inc.",,Send two test files and asked for price estimation,,,,,,," 43,886.7125   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Send two test files and asked for price estimation"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T17:06:00.000Z,2020-02-25T17:17:00.000Z,Send two test files and asked for price estimation
CPY8250,0:07, 13   ," 43,886.7201   ",Tuesday 25/02/20 ,17:17,17:24,Hyperganic,,Filed Pia Wagmanns NDA,,,,,,," 43,886.7201   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Filed Pia Wagmanns NDA"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T17:17:00.000Z,2020-02-25T17:24:00.000Z,Filed Pia Wagmanns NDA
CPY8250,0:21, 38   ," 43,886.7250   ",Tuesday 25/02/20 ,17:24,17:45,Hyperganic,,Helped Sherman with Excel,,,,,,," 43,886.7250   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Helped Sherman with Excel"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-25T17:24:00.000Z,2020-02-25T17:45:00.000Z,Helped Sherman with Excel
CPY8250,0:20, 37   ," 43,887.3750   ",Wednesday 26/02/20 ,9:00,9:20,Hyperganic,,,,,,,,," 43,887.3750   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""."",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-26T09:00:00.000Z,2020-02-26T09:20:00.000Z,.
CPY8250,1:58, 216   ," 43,887.4042   ",Wednesday 26/02/20 ,9:42,11:40,Hyperganic,,prepared Presentation,,,,,,," 43,887.4042   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""prepared Presentation"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-26T09:42:00.000Z,2020-02-26T11:40:00.000Z,prepared Presentation
CPY825860,0:02, 4   ," 43,887.5021   ",Wednesday 26/02/20 ,12:03,12:05,Modell- und Formenbau Blasius Gerg GmbH,,Organised call,,,,,,," 43,887.5021   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Organised call"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-26T12:03:00.000Z,2020-02-26T12:05:00.000Z,Organised call
CPY825877,0:13, 24   ," 43,887.5035   ",Wednesday 26/02/20 ,12:05,12:18,Orthomerica,,reminded about target pricing,,,,,,," 43,887.5035   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""reminded about target pricing"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-26T12:05:00.000Z,2020-02-26T12:18:00.000Z,reminded about target pricing
CPY8251116,0:02, 4   ," 43,887.5125   ",Wednesday 26/02/20 ,12:18,12:20,Orion Additive Manufacturing GmbH,,Did Dennis answer on questions?,testing handholding,,,,,testing handholding," 43,887.5125   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Did Dennis answer on questions?"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-26T12:18:00.000Z,2020-02-26T12:20:00.000Z,Did Dennis answer on questions?
CPY8251155,0:11, 20   ," 43,887.5139   ",Wednesday 26/02/20 ,12:20,12:31,"Relativity Space, Inc.",,Asked for follow up call ,NDA countersigned / call accepted?,,,,,NDA countersigned / call accepted?," 43,887.5139   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Asked for follow up call "",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-26T12:20:00.000Z,2020-02-26T12:31:00.000Z,Asked for follow up call 
CPY8251165,0:28, 51   ," 43,887.5625   ",Wednesday 26/02/20 ,13:30,13:58,OHB System AG,,NDA checked and send to Lin for signature,,,,,,," 43,887.5625   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""NDA checked and send to Lin for signature"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-26T13:30:00.000Z,2020-02-26T13:58:00.000Z,NDA checked and send to Lin for signature
CPY8250,3:02, 333   ," 43,887.5819   ",Wednesday 26/02/20 ,13:58,17:00,Hyperganic,,Meeting with Lin,,,,,,," 43,887.5819   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Meeting with Lin"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-26T13:58:00.000Z,2020-02-26T17:00:00.000Z,Meeting with Lin
CPY825860,0:35, 64   ," 43,887.7083   ",Wednesday 26/02/20 ,17:00,17:35,Modell- und Formenbau Blasius Gerg GmbH,,Call with Marco: He will build contacts to two mold makers (premium),,,,,,," 43,887.7083   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Call with Marco: He will build contacts to two mold makers (premium)"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-26T17:00:00.000Z,2020-02-26T17:35:00.000Z,Call with Marco: He will build contacts to two mold makers (premium)
CPY8250,0:41, 75   ," 43,887.7326   ",Wednesday 26/02/20 ,17:35,18:16,Hyperganic,,Meeting with Lin,,,,,,," 43,887.7326   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Meeting with Lin"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-26T17:35:00.000Z,2020-02-26T18:16:00.000Z,Meeting with Lin
CPY8250,0:30, 55   ," 43,888.3750   ",Thursday 27/02/20 ,9:00,9:30,Hyperganic,,,,,,,,," 43,888.3750   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""."",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T09:00:00.000Z,2020-02-27T09:30:00.000Z,.
CPY8250,1:13, 134   ," 43,888.3958   ",Thursday 27/02/20 ,9:30,10:43,Hyperganic,,Meeting with Lin + Presentation Prep,,,,,,," 43,888.3958   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Meeting with Lin + Presentation Prep"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T09:30:00.000Z,2020-02-27T10:43:00.000Z,Meeting with Lin + Presentation Prep
CPY825844,0:01, 2   ," 43,888.4465   ",Thursday 27/02/20 ,10:43,10:44,Festo AG & Co. KG,,Call with Philipp Eberl re meeting next Friday,,,,,,," 43,888.4465   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Call with Philipp Eberl re meeting next Friday"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T10:43:00.000Z,2020-02-27T10:44:00.000Z,Call with Philipp Eberl re meeting next Friday
CPY8250,0:26, 48   ," 43,888.4465   ",Thursday 27/02/20 ,10:43,11:09,Hyperganic,,Task Update,,,,,,," 43,888.4465   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Task Update"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T10:43:00.000Z,2020-02-27T11:09:00.000Z,Task Update
CPY825982,0:02, 4   ," 43,888.4472   ",Thursday 27/02/20 ,10:44,10:46,dp polar GmbH ,,Tried calling Florian: No success. Asked if he is back on track,Call Florian again. See next steps in old cal entry,,,,,Call Florian again. See next steps in old cal entry," 43,888.4472   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Tried calling Florian: No success. Asked if he is back on track"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T10:44:00.000Z,2020-02-27T10:46:00.000Z,Tried calling Florian: No success. Asked if he is back on track
CPY8250,1:21, 148   ," 43,888.4646   ",Thursday 27/02/20 ,11:09,12:30,Hyperganic,,CRM Cleanup with Sherman,,,,,,," 43,888.4646   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""CRM Cleanup with Sherman"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T11:09:00.000Z,2020-02-27T12:30:00.000Z,CRM Cleanup with Sherman
CPY8250,3:00, 329   ," 43,888.5833   ",Thursday 27/02/20 ,14:00,17:00,Hyperganic,,Meeting with Herb,,,,,,," 43,888.5833   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Meeting with Herb"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T14:00:00.000Z,2020-02-27T17:00:00.000Z,Meeting with Herb
CPY8250,0:30, 55   ," 43,888.7083   ",Thursday 27/02/20 ,17:00,17:30,Hyperganic,,Helping Sherman with sorting,,,,,,," 43,888.7083   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Helping Sherman with sorting"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T17:00:00.000Z,2020-02-27T17:30:00.000Z,Helping Sherman with sorting
CPY825983,0:30, 55   ," 43,888.7292   ",Thursday 27/02/20 ,17:30,18:00,"Evolve Additive Solutions, Inc.",,Call with Grant: they will print the sole tomorrow / first pictures expected before the weekend. He will chase Bonnie and Andy on the cost estimates.,,,,,,," 43,888.7292   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Call with Grant: they will print the sole tomorrow / first pictures expected before the weekend. He will chase Bonnie and Andy on the cost estimates."",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T17:30:00.000Z,2020-02-27T18:00:00.000Z,Call with Grant: they will print the sole tomorrow / first pictures expected before the weekend. He will chase Bonnie and Andy on the cost estimates.
CPY8250,1:18, 143   ," 43,888.7500   ",Thursday 27/02/20 ,18:00,19:18,Hyperganic,,Call with Ron Brinkman,Did Ron send NDA?,,,,,Did Ron send NDA?," 43,888.7500   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Call with Ron Brinkman"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T18:00:00.000Z,2020-02-27T19:18:00.000Z,Call with Ron Brinkman
CPY8250,0:10, 18   ," 43,888.9375   ",Thursday 27/02/20 ,22:30,22:40,Hyperganic,,Setup call with Stephen Miller,,,,,,," 43,888.9375   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Setup call with Stephen Miller"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-27T22:30:00.000Z,2020-02-27T22:40:00.000Z,Setup call with Stephen Miller
CPY8250,0:15, 27   ," 43,889.3750   ",Friday 28/02/20 ,9:00,9:15,Hyperganic,,,,,,,,," 43,889.3750   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""."",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T09:00:00.000Z,2020-02-28T09:15:00.000Z,.
CPY8251169,0:02, 4   ," 43,889.3889   ",Friday 28/02/20 ,9:20,9:22,Bonfiglioli Riduttori S.p.A.,,Planning of Call,,,,,,," 43,889.3889   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Planning of Call"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T09:20:00.000Z,2020-02-28T09:22:00.000Z,Planning of Call
CPY8250,1:23, 152   ," 43,889.3903   ",Friday 28/02/20 ,9:22,10:45,Hyperganic,,Excel with Sherman | Database Sync,,,,,,," 43,889.3903   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Excel with Sherman | Database Sync"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T09:22:00.000Z,2020-02-28T10:45:00.000Z,Excel with Sherman | Database Sync
CPY825905,0:02, 4   ," 43,889.4306   ",Friday 28/02/20 ,10:20,10:22,Exiom,,Whats next?,,,,,,," 43,889.4306   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Whats next?"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T10:20:00.000Z,2020-02-28T10:22:00.000Z,Whats next?
CPY8250,0:03, 5   ," 43,889.4375   ",Friday 28/02/20 ,10:30,10:33,Hyperganic,,Send Tax ID of Abdulhussein to Frau Stein,,,,,,," 43,889.4375   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Send Tax ID of Abdulhussein to Frau Stein"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T10:30:00.000Z,2020-02-28T10:33:00.000Z,Send Tax ID of Abdulhussein to Frau Stein
CPY8251163,0:07, 13   ," 43,889.4479   ",Friday 28/02/20 ,10:45,10:52,ArianeGroup SAS,,Intro to Ponticon,,,,,,," 43,889.4479   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Intro to Ponticon"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T10:45:00.000Z,2020-02-28T10:52:00.000Z,Intro to Ponticon
CPY8250,0:30, 55   ," 43,889.4583   ",Friday 28/02/20 ,11:00,11:30,Hyperganic,,Bi-Weekly Meeting with sherman,,,,,,," 43,889.4583   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Bi-Weekly Meeting with sherman"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T11:00:00.000Z,2020-02-28T11:30:00.000Z,Bi-Weekly Meeting with sherman
CPY8250,0:24, 44   ," 43,889.4792   ",Friday 28/02/20 ,11:30,11:54,Hyperganic,,Meeting with Lin,,,,,,," 43,889.4792   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Meeting with Lin"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T11:30:00.000Z,2020-02-28T11:54:00.000Z,Meeting with Lin
CPY825867,0:01, 2   ," 43,889.4958   ",Friday 28/02/20 ,11:54,11:55,EDAG Engineering GmbH,,tried calling Bu§jŠger. Left voicemail and asked for call back.,,,,,,," 43,889.4958   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""tried calling Bu§jŠger. Left voicemail and asked for call back."",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T11:54:00.000Z,2020-02-28T11:55:00.000Z,tried calling Bu§jŠger. Left voicemail and asked for call back.
CPY825858,0:03, 5   ," 43,889.4965   ",Friday 28/02/20 ,11:55,11:58,Ponticon GmbH,,Tried reaching Oli Schorn: ,,,,,,," 43,889.4965   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Tried reaching Oli Schorn: "",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T11:55:00.000Z,2020-02-28T11:58:00.000Z,Tried reaching Oli Schorn: 
CPY8250,0:26, 48   ," 43,889.4986   ",Friday 28/02/20 ,11:58,12:24,Hyperganic,,Task update with Sherman,,,,,,," 43,889.4986   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Task update with Sherman"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T11:58:00.000Z,2020-02-28T12:24:00.000Z,Task update with Sherman
CPY8250,1:04, 117   ," 43,889.5521   ",Friday 28/02/20 ,13:15,14:19,Hyperganic,,Task Analysis Implementation,,,,,,," 43,889.5521   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Task Analysis Implementation"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T13:15:00.000Z,2020-02-28T14:19:00.000Z,Task Analysis Implementation
CPY82572,1:00, 110   ," 43,889.6667   ",Friday 28/02/20 ,16:00,17:00,HP Inc.,,Call with Ryan and Jeremy,,,,,,," 43,889.6667   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Call with Ryan and Jeremy"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-02-28T16:00:00.000Z,2020-02-28T17:00:00.000Z,Call with Ryan and Jeremy
CPY8250,0:20, 37   ," 43,892.3750   ",Monday 02/03/20 ,9:00,9:20,Hyperganic,,,,,,,,," 43,892.3750   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""."",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-02T09:00:00.000Z,2020-03-02T09:20:00.000Z,.
CPY8250,0:25, 46   ," 43,892.3889   ",Monday 02/03/20 ,9:20,9:45,Hyperganic,,Update with Sherman,,,,,,," 43,892.3889   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Update with Sherman"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-02T09:20:00.000Z,2020-03-02T09:45:00.000Z,Update with Sherman
CPY8250,1:33, 170   ," 43,892.4375   ",Monday 02/03/20 ,10:30,12:03,Hyperganic,,Karen (NTU) @ Hyperganic,Layout ready?,,,,,Layout ready?," 43,892.4375   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Karen (NTU) @ Hyperganic"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-02T10:30:00.000Z,2020-03-02T12:03:00.000Z,Karen (NTU) @ Hyperganic
CPY8250,0:39, 71   ," 43,892.5021   ",Monday 02/03/20 ,12:03,12:42,Hyperganic,,Resource Planning,,,,,,," 43,892.5021   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Resource Planning"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-02T12:03:00.000Z,2020-03-02T12:42:00.000Z,Resource Planning
CPY8250,1:20, 146   ," 43,892.5278   ",Monday 02/03/20 ,12:40,14:00,Hyperganic,,Lunch with Karen,,,,,,," 43,892.5278   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Lunch with Karen"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-02T12:40:00.000Z,2020-03-02T14:00:00.000Z,Lunch with Karen
CPY8250,3:01, 331   ," 43,892.5833   ",Monday 02/03/20 ,14:00,17:01,Hyperganic,,,,,,,,," 43,892.5833   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""."",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-02T14:00:00.000Z,2020-03-02T17:01:00.000Z,.
CPY825858,0:29, 53   ," 43,892.7090   ",Monday 02/03/20 ,17:01,17:30,Ponticon GmbH,,Call with Oli Schorn: Talk in 2 weeks about MVP and Formenbau Case. Marie Langer interested. Evaluation of 15M anticipated. Feels happy to give away 50% of company for 20M. ,,,,,,," 43,892.7090   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Call with Oli Schorn: Talk in 2 weeks about MVP and Formenbau Case. Marie Langer interested. Evaluation of 15M anticipated. Feels happy to give away 50% of company for 20M. "",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-02T17:01:00.000Z,2020-03-02T17:30:00.000Z,Call with Oli Schorn: Talk in 2 weeks about MVP and Formenbau Case. Marie Langer interested. Evaluation of 15M anticipated. Feels happy to give away 50% of company for 20M. 
CPY8250,0:30, 55   ," 43,892.7292   ",Monday 02/03/20 ,17:30,18:00,Hyperganic,,Meeting with Lin,,,,,,," 43,892.7292   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Meeting with Lin"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-02T17:30:00.000Z,2020-03-02T18:00:00.000Z,Meeting with Lin
CPY825983,0:08, 15   ," 43,892.8125   ",Monday 02/03/20 ,19:30,19:38,"Evolve Additive Solutions, Inc.",,,,,,,,," 43,892.8125   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""."",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-02T19:30:00.000Z,2020-03-02T19:38:00.000Z,.
CPY82572,0:30, 55   ," 43,893.3750   ",Tuesday 03/03/20 ,9:00,9:30,HP Inc.,,Call with Friso,"send Stephen and Tara, technical scoping doc",,,,,"send Stephen and Tara, technical scoping doc"," 43,893.3750   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Call with Friso"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-03T09:00:00.000Z,2020-03-03T09:30:00.000Z,Call with Friso
CPY8250,4:19, 474   ," 43,893.4167   ",Tuesday 03/03/20 ,10:00,14:19,Hyperganic,,Japan Networking,,,,,,," 43,893.4167   ","[{""type"":""p"",""__source"":{""fileName"":"""",""lineNumber"":39,""columnNumber"":9},""children"":[{""text"":""Japan Networking"",""__source"":{""fileName"":"""",""lineNumber"":40,""columnNumber"":13}}]}]",2020-03-03T10:00:00.000Z,2020-03-03T14:19:00.000Z,Japan Networking
